YB,F8,u_F8,e_F8,F12,u_F12,e_F12,F24,u_F24,e_F24,F70,u_F70,e_F70,F160,u_F160,e_F160,F250,u_F250,e_F250,F350,u_F350,e_F350,F500,u_F500,e_F500,F870,u_F870,e_F870,F1100,u_F1100,e_F1100,Multiple Sources,No Obvious Source 8,No Obvious Source 12,No Obvious Source 24,No Obvious Source 70,No Obvious Source 160,No Obvious Source 250,No Obvious Source 350,No Obvious Source 500,No Obvious Source 870,No Obvious Source 1100,Poor Confidence 8,Poor Confidence 12,Poor Confidence 24,Poor Confidence 70,Poor Confidence 160,Poor Confidence 250,Poor Confidence 350,Poor Confidence 500,Poor Confidence 870,Poor Confidence 1100,Very Circular,RMS,WISE Q,"WISE C,G,K",CORNISH,No Association
5734,0.643698,0.1290437072,0.2004724377,0.237972,0.04999238861,0.2100767679,,,,277.729876,13.22199667,0.04760739774,487.016,18.511,0.03800901752625258,468.433,16.941,0.036165257325468554,130.596,3.984,0.030506296,40.336,1.451,0.03597283,6.57,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5735,7.467162,1.736968372,0.2326142612,2.428564,0.9205180618,0.3790380084,15.733846,4.084221585492323,0.2595818966,228.002974,77.08546624,0.3380897402,106.783,6.426,0.060178119347233314,553.447,47.676,0.08614374761764747,156.607,8.178,0.052219894,63.383,1.944,0.030670686,6.49,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5738,0.304136,0.4960069094,1.630872075,0.198014,0.02504344585,0.1264731072,1.542834,0.16353732758900402,0.105998006,17.131612,2.501508385,0.1460171048,48.668,2.668,0.05482041552629782,77.72,4.907,0.06313690253280821,35.507,2.968,0.08358915,16.563,0.995,0.06007366,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5739,0.64569,0.2920803561,0.4523538479,0.556472,0.04546740833,0.08170655186,4.425496,0.31133577699885673,0.07035048207,60.039534,3.177731788,0.05292732266,47.259,1.515,0.03205738559205411,41.223,1.67,0.04051136397362288,11.211,0.158,0.014093301,3.107,0.197,0.06340521,0.54,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5740,0.10732,0.05438001701,0.5067090664,0.035498,0.01739632921,0.4900650518,0.519418,0.10364000059344461,0.1995310147,7.380214,1.806089759,0.2447205134,16.217,1.753,0.10809644329905871,22.509,2.017,0.08960859922456256,15.265,1.861,0.12191287,8.941,1.293,0.1446147,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5741,2.583138,0.6411172922,0.2481932023,,,,,,,90.902072,14.53856223,0.1599365329,142.16,7.765,0.054621552240331994,219.19,11.308,0.05158994302158346,76.813,4.841,0.06302319,27.231,1.621,0.059527744,3.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5742,4.643738,3.515160995,0.7569679846,,,,,,,174.032734,103.6542425,0.5956019889,80.525,9.776,0.12140329118768312,78.017,4.477,0.0573849319572815,19.909,2.392,0.12014666,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
5743,2.145838,0.2257560124,0.1052064566,1.378796,0.1808675611,0.131177898,,,,105.969164,15.3632867,0.1449788421,75.533,4.261,0.05641243107519346,38.417,1.316,0.03425566766642921,10.678,0.293,0.027439596,4.29,0.172,0.040093243,0.64,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5744,0.704602,0.1228701641,0.1743823663,0.252964,0.03461386543,0.1368331677,0.368894,0.040632289271924,0.110146246,10.875928,1.024001283,0.09415300313,20.32,0.633,0.031151575601007054,26.358,4.144,0.15721982143583585,15.224,0.779,0.051169205,7.067,0.81,0.114617236,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5745,4.202174,0.7042147483,0.1675834338,1.131286,0.1450516557,0.1282183778,,,,224.666194,28.31676601,0.126039283,497.292,24.819,0.049908303861997835,491.267,27.379,0.05573140412460639,205.183,3.736,0.018208137,82.196,3.235,0.039357144,14.63,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5748,1.11888,0.09010153439,0.08052832689,0.349044,0.07018196406,0.2010691032,1.21548,0.18445077976029597,0.1517513902,28.411876,3.637175906,0.1280160418,41.408,1.405,0.033930640731012617,36.157,2.265,0.06264347442830365,7.48,0.577,0.07713904,2.647,0.526,0.19871552,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5749,0.62916,0.06785586081,0.1078515176,0.1675,0.05391612932,0.3218873392,0.22865,0.022673419460534,0.09916212316,4.218026,0.6002680347,0.1423101789,21.832,2.941,0.1347105159738554,25.537,2.127,0.08329091488663833,6.27,0.621,0.099043064,4.503,1.661,0.36886522,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5751,0.207224,0.09353877287,0.4513896695,0.108512,0.01483968227,0.1367561401,0.272104,0.0547157009547512,0.2010837803,5.165456,0.3884073575,0.07519323705,7.631,0.616,0.08072336478340189,15.354,1.619,0.10544483248914487,6.411,0.367,0.057245363,2.173,0.298,0.13713759,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5754,0.151896,0.06171080278,0.4062700978,0.053006,0.004469410476,0.084318954,0.202122,0.01802196354418902,0.08916378991,2.901458,0.2520211303,0.08686016834,8.038,0.546,0.06792734558530694,12.786,0.628,0.049116222507495304,5.996,0.225,0.037525017,2.772,0.198,0.07142857,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5755,3.364548,0.3218733026,0.09566613482,2.145392,0.3399697552,0.1584650988,14.980348,0.9110379136096047,0.06081553737,124.47,31.83149691,0.2557362972,118.742,4.272,0.03597715918519157,95.363,6.549,0.06867443124038625,38.952,1.205,0.030935511,14.218,0.66,0.04642003,2.23,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
5756,9.883442,9.385615294,0.9496302294,,,,,,,262.395936,142.6367234,0.543593493,605.566,41.3,0.06820065729757045,570.219,29.509,0.05175029379624011,211.493,8.845,0.04182172,80.24,13.744,0.17128615,8.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5761,0.252106,0.1315863185,0.521948381,0.087954,0.01715310992,0.1950236478,0.998202,0.207876297183864,0.208250732,30.660356,2.042471056,0.06661602545,82.698,2.222,0.026868846690992935,65.349,2.414,0.03694012202684471,15.453,0.488,0.03157963,6.039,0.096,0.015896672,1.15,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5762,0.169644,0.05478153913,0.3229205815,0.047844,0.01347672178,0.2816804988,0.197616,0.055630640214652805,0.2815087858,3.811416,1.051438095,0.2758654775,10.657,1.152,0.10809795912629591,14.483,2.24,0.15466408959032957,5.618,0.712,0.1267355,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5765,0.266228,0.07922077835,0.2975674172,0.068824,0.01576375051,0.2290443814,0.125762,0.033378202764961604,0.2654076968,5.791966,0.451992221,0.07803778906,18.623,0.744,0.03995059966938597,13.547,0.769,0.05676533504105093,5.97,0.69,0.11557789,2.627,0.518,0.19718309,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5766,1.064808,0.1366739608,0.1283554977,0.422034,0.0324527384,0.07689602829,1.380746,0.1605230013998502,0.1162581687,29.672166,0.8067723669,0.02718953402,41.747,1.61,0.03856564577826226,28.219,2.155,0.07636698576809137,9.756,0.725,0.074313246,4.405,0.586,0.13303065,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5768,6.188114,1.9986953,0.3229894116,,,,,,,208.805308,57.11807693,0.2735470543,372.046,3.145,0.008453255728932749,640.827,15.751,0.024579177226237207,272.535,13.85,0.050819162,98.645,2.122,0.02151148,16.98,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
5769,0.153006,0.05242479548,0.3426322855,0.08479,0.0321690861,0.3793971706,0.268558,0.0725802836077884,0.2702592498,6.395534,1.420324707,0.2220807061,18.547,0.857,0.04620693337597885,20.853,0.804,0.03855560447068338,6.419,0.224,0.0348964,2.405,0.074,0.03076923,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5770,2.584982,0.09600378986,0.03713905546,1.008812,0.1219914524,0.1209258538,,,,159.721118,7.041095658,0.04408368628,229.189,5.148,0.022461809962471015,244.359,9.66,0.03953199942466661,79.362,2.077,0.026171215,41.586,3.145,0.07562642,5.56,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
5771,0.383478,0.05137078421,0.133960186,0.168782,0.04696710039,0.2782707895,0.420874,0.12650241787589042,0.3005707596,12.579252,2.147467832,0.1707150657,37.901,1.581,0.04171393816617229,42.103,1.761,0.04182599903078874,14.827,0.719,0.048492614,5.119,0.29,0.05665169,0.74,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5772,0.237694,0.1940215021,0.8162658801,0.17372,0.04289313873,0.2469096174,1.330946,0.41710763278365415,0.3133918527,11.061786,3.531854819,0.3192843198,16.6,2.785,0.16777108950787278,10.475,1.268,0.12105011996904251,7.907,0.178,0.022511698,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5773,0.324424,0.09873896789,0.3043516136,0.135282,0.01840870094,0.136076499,0.183206,0.020858060315233802,0.1138503123,7.031796,0.6869525049,0.09769232567,11.409,0.297,0.02603207914279025,7.869,0.205,0.02605159463869115,2.536,0.099,0.039037853,0.862,0.034,0.039443158,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5774,0.577578,0.1219826208,0.2111967921,0.229128,0.03825398633,0.1669546556,1.192006,0.1261524174937938,0.1058320323,27.648822,2.086594472,0.07546775309,41.296,1.255,0.030390352461052605,34.877,0.894,0.025632938435103846,9.214,0.299,0.03245062,2.86,0.158,0.05524476,0.42,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5775,0.445938,0.03229060808,0.07241053258,0.684866,0.09774607423,0.1427229184,4.585412,0.17456263668171484,0.03806912807,8.734312,0.2340208496,0.02679327801,2.491,0.084,0.033721396574673525,1.403,0.244,0.17391304543251151,0.423,0.051,0.120567374,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5777,7.437832,1.531341396,0.205885451,,,,,,,4309.126682,199.5841473,0.04631661171,2080.545,87.826,0.04221297611872167,705.353,,,490.548,,,181.113,4.405,0.024321832,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5780,0.859358,0.1669188085,0.1942366377,0.381708,0.06717237097,0.1759784206,1.395996,0.1402112295422748,0.1004381313,32.057886,3.347285463,0.1044137927,39.939,1.026,0.025689176566468453,25.797,0.492,0.01907198564134818,8.629,0.253,0.029319735,2.896,0.164,0.056629837,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5781,0.255994,0.02433883789,0.09507581386,0.09476,0.007902955144,0.08339969548,0.51684,0.0295274423223012,0.05713072193,9.230014,0.1760799215,0.01907688564,14.211,0.182,0.01280698024801295,15.71,0.935,0.05951623185131672,5.029,0.388,0.07715252,2.3,0.149,0.06478261,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5783,2.42528,0.1326982747,0.05471462044,1.784138,0.3838757082,0.2151603229,,,,649.078034,62.82664044,0.09679366294,441.737,12.123,0.027443931898298073,440.957,6.923,0.01569994321182383,107.348,2.066,0.019245816,38.6,1.11,0.028756479,5.04,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
5784,-0.015324,0.133407454,-8.705785303,0.052122,0.007717419907,0.1480645391,0.110932,0.0195164358980204,0.1759315247,2.99718,0.5642523246,0.1882610736,7.866,0.466,0.0592423074881357,12.266,0.688,0.05609000679643084,4.472,0.349,0.07804114,2.805,0.618,0.22032084,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5785,0.258756,0.03365842436,0.1300778508,0.077698,0.01904174808,0.2450738511,0.501578,0.0583162200186258,0.1162655061,6.96949,0.5720161101,0.08207431392,13.381,0.414,0.03093939201329893,18.539,0.715,0.03856734310232247,7.48,0.692,0.09251337,5.015,0.453,0.090329014,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5786,0.105348,0.01502711117,0.1426425862,0.020442,0.009402487436,0.4599592719,0.06253,0.015507875421402001,0.2480069634,3.291456,0.5541790565,0.16836897,14.99,1.111,0.07411607350406049,37.443,2.408,0.0643110859805733,16.045,0.753,0.04693051,7.846,0.436,0.055569716,1.08,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5787,0.410946,0.1405222243,0.3419481497,0.130982,0.02840122128,0.2168330097,0.393914,0.055019553174804794,0.1396740232,9.400218,0.9988454934,0.1062576946,14.156,0.92,0.0649901113795776,14.788,1.382,0.09345414995147565,4.34,0.336,0.07741935,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5789,0.262704,0.03483326615,0.1325951114,0.047562,0.009988239085,0.2100046063,0.968338,0.04950157845579086,0.05112014447,12.63341,0.828803129,0.06560407119,23.59,0.935,0.03963543884629868,39.763,2.629,0.06611674039940615,16.832,1.206,0.07164923,7.672,0.47,0.061261732,0.89,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5790,0.148804,0.03061113898,0.2057144901,0.016724,0.004585725678,0.2742002917,0.087664,0.0243264019100928,0.2774959152,2.630356,0.2936555308,0.1116409835,8.525,2.586,0.30334310447715246,27.554,9.759,0.354177245573199,12.584,2.119,0.16838843,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5791,0.634748,0.2401619211,0.3783579012,0.25752,0.07968862622,0.3094463584,3.07262,0.7657481949383981,0.2492166929,25.017512,2.032672229,0.08124997516,67.303,2.823,0.04194463774606827,73.55,2.969,0.04036709858721248,28.484,1.739,0.06105182,10.397,1.287,0.1237857,0.51,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
5792,1.646302,3.184551224,1.93436637,0.093598,0.02875156987,0.3071814555,2.779228,0.2541264948243761,0.09143780029,94.736046,5.662505476,0.05977139341,91.165,1.399,0.015345802102093896,72.04,2.563,0.035577456465302276,13.919,0.574,0.041238595,4.762,0.194,0.040739186,1.32,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5794,3.20274,0.5245727626,0.1637887442,0.414224,0.1803834217,0.4354731298,,,,155.267476,9.649387162,0.06214686688,186.319,15.186,0.08150537449374617,141.028,17.055,0.12093343382289887,33.573,8.826,0.2628898,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5795,1.690818,0.7657485515,0.452886444,0.876976,0.3135148943,0.3574954096,8.2337,2.6614734669168105,0.3232414913,86.431004,32.75722008,0.3789984909,90.33,11.149,0.12342522050090424,24.691,16.02,0.6488194264211119,8.465,7.084,0.8368577,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5796,0.593028,0.2659726866,0.4484993737,0.230948,0.02647257014,0.1146256739,1.186538,0.1245435143055628,0.1049637806,19.17951,3.00288189,0.156567185,25.511,1.345,0.05272235618400806,15.682,0.865,0.05515878137589231,7.367,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5797,1.111798,1.003081408,0.9022155175,0.840886,0.3321648131,0.3950176517,4.592888,1.2777359682553704,0.2781988083,71.994976,42.13190426,0.5852061713,41.88,4.722,0.11275071924714213,25.29,2.582,0.10209569067481762,11.081,1.137,0.10260806,4.466,0.473,0.10591133,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5799,0.11028,0.03671443858,0.3329201902,0.056454,0.009344192312,0.1655186933,0.186986,0.015505130763888942,0.08292134579,2.604344,0.1289201029,0.04950194863,4.765,0.146,0.03064008349511706,6.642,0.609,0.09168925431793405,2.245,0.225,0.10022272,1.138,0.074,0.065026365,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5800,0.157796,0.05452118515,0.3455169025,0.050778,0.01565161238,0.3082360939,0.334364,0.0569412137933392,0.1702970828,15.013894,1.715096637,0.1142339647,18.045,0.593,0.032862288431964044,9.819,0.627,0.06385578717290899,1.837,0.134,0.07294502,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5802,0.245118,0.2602373099,1.061681761,0.015008,0.005676325395,0.3782199757,0.08043,0.026401302054288,0.3282519216,2.165858,0.1722050334,0.07950892135,7.112,0.521,0.0732564718302243,10.212,0.862,0.08441049633332434,5.213,0.572,0.10972569,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5803,0.324104,0.05327937294,0.164389742,0.116664,0.02185415247,0.1873255886,0.16485,0.030524048708369996,0.1851625642,7.224526,0.530974179,0.0734960576,10.489,0.266,0.025359901098541745,11.701,0.652,0.055721734040986265,2.799,0.12,0.042872455,1.902,1.46,0.76761305,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5804,0.869452,0.1809070183,0.2080701618,0.288142,0.1505566299,0.5225084505,2.21641,0.937120432894345,0.4228100545,39.620154,20.88445672,0.5271170001,63.228,2.96,0.04681470295038547,90.214,7.061,0.07826944676325508,38.052,6.694,0.17591716,22.118,1.443,0.06524098,,,,2.331,0.24,0.102960095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5805,17.924088,0.9745856734,0.05437295741,,,,,,,563.035538,59.03360772,0.1048488128,216.594,4.558,0.021043981309445493,99.406,2.591,0.02606482586673483,25.531,0.539,0.021111589,10.343,0.215,0.020787004,4.14,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
5806,0.078472,0.02117781906,0.2698773965,0.010604,0.007150134963,0.6742865865,0.018998,0.006422154622956801,0.3380437216,1.326006,0.1835804867,0.1384461961,10.294,0.445,0.043229064780206196,29.407,1.17,0.039786443944797356,12.877,0.824,0.063990064,11.912,0.567,0.04759906,1.97,,,2.365,0.289,0.12219873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5807,2.52748,0.6080265974,0.2405663338,1.261502,0.5139947661,0.4074466518,5.80728,1.747441014667968,0.3009052456,63.805616,15.7317202,0.2465569834,86.312,0.518,0.006001483069280288,64.06,1.546,0.024133624786367425,15.295,0.916,0.059888855,6.373,0.383,0.06009728,0.77,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5809,0.668172,0.1742057385,0.2607199022,0.267556,0.04260226555,0.1592274722,3.594294,0.3477177143668265,0.09674158941,120.488704,3.795056758,0.03149719959,167.116,2.345,0.014032169442843469,140.648,3.933,0.02796342705006852,38.016,1.272,0.033459596,11.55,0.331,0.028658008,2.09,,,2.526,0.291,0.115201905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5811,1.134466,0.4590854351,0.404670951,0.392182,0.09214017404,0.234942384,1.873568,0.5692083886884161,0.303809837,40.164032,4.681502344,0.1165595711,54.084,15.593,0.2883107834477351,51.57,10.018,0.1942602220098478,18.388,2.49,0.13541439,,,,0.52,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5812,0.263328,0.2604573298,0.9890984998,0.125508,0.02896626952,0.2307922166,0.450226,0.0460871802224638,0.1023645463,12.496466,1.255211695,0.1004453335,26.007,1.095,0.04210405001000613,32.398,1.127,0.034786097112500566,12.863,0.538,0.04182539,5.225,0.255,0.04880383,,,,0.518,0.131,0.25289574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5813,2.173234,4.445407683,2.045526475,,,,,,,67.166356,88.05332866,1.310973736,351.245,26.365,0.07506156606106326,264.571,9.516,0.03596766007614722,94.752,,,35.476,2.013,0.056742582,5.3,,,9.312,0.694,0.07452749,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5814,0.977828,0.1126692507,0.1152239972,0.251564,0.04501504281,0.1789407181,2.345726,0.2517446063458808,0.1073205508,24.567718,1.913937975,0.07790458906,40.24,0.968,0.02405566587362801,35.871,1.133,0.031585403702502395,11.536,0.387,0.033547156,5.604,0.209,0.03729479,0.73,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5815,3.015746,3.606808027,1.195991979,0.41341,0.05340613496,0.1291844294,4.386114,1.1683314336248136,0.2663705124,44.092132,13.72971934,0.3113870597,65.153,3.638,0.0558377973607369,53.009,6.184,0.11665943547810351,9.156,4.071,0.44462648,,,,1.65,,,3.314,0.316,0.09535305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5816,2.936526,1.285220721,0.4376670668,1.841326,0.7747036397,0.4207313858,,,,107.901784,33.39184878,0.309465215,72.607,7.256,0.09993526852729999,32.087,11.514,0.35883691024292835,20.962,0.879,0.041933022,5.224,1.826,0.3495406,0.73,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5817,0.389164,0.06574002379,0.1689262722,0.124912,0.01478716571,0.1183806657,1.711978,0.06978362179600692,0.04076198514,16.315886,1.40762816,0.08627347362,33.63,4.179,0.12426404700618111,60.689,58.211,0.9591688532543995,31.56,4.498,0.14252219,,,,0.56,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5820,2.091956,0.6011441578,0.2873598478,0.501344,0.1921180794,0.3832061008,,,,81.525212,18.26271614,0.2240131083,200.085,13.886,0.06940050318397396,215.866,26.194,0.12134379774554874,45.514,6.895,0.15149185,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5823,8.162322,2.439790325,0.2989088552,,,,,,,909.13114,77.93214809,0.08572156938,689.767,106.355,0.1541897529991049,670.645,32.805,0.04891559663484524,263.979,30.803,0.116687305,99.324,4.654,0.04685675,11.83,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5824,4.480212,1.335354964,0.2980562,,,,,,,384.96972,32.93650105,0.0855560823,379.651,15.589,0.041061395197773694,521.33,145.491,0.2790765874099958,59.632,34.59,0.5800577,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5825,1.13091,0.09780971398,0.08648761969,0.411406,0.05918172081,0.1438523522,5.462156,0.427862697097145,0.07833220016,82.70714,5.869756679,0.07097037425,186.754,5.223,0.027967272720215174,161.451,5.567,0.03448104943457744,45.134,2.873,0.06365489,20.994,,,2.55,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5826,0.968774,0.249635695,0.2576820755,0.585384,0.1285911787,0.2196697871,9.449538,1.1324915971472125,0.1198462398,129.967358,30.85410407,0.2373988711,371.476,17.051,0.04590067890009791,276.888,12.315,0.04447646550368128,92.266,4.392,0.047601502,39.569,0.879,0.02221436,5.81,,,10.295,0.711,0.06906265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5827,3.070854,0.4943757383,0.160989659,1.133684,0.2941403406,0.2594553161,7.781098,0.9394434640933629,0.1207340486,116.287888,21.21167463,0.1824065687,114.762,3.188,0.027779229742949548,112.195,5.022,0.044761351539444875,33.428,1.646,0.049240157,11.905,0.941,0.07904242,1.26,,,0.753,0.137,0.1819389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5828,0.111454,0.1651626582,1.481890809,0.1139,0.04510668465,0.3960200584,0.307062,0.0759083669182566,0.2472085993,10.342916,2.722204189,0.2631950399,18.554,0.975,0.05254931679647828,15.149,0.762,0.050300351463376795,5.351,0.217,0.040553167,1.673,0.143,0.0854752,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5829,0.484076,0.06865541262,0.1418277556,0.09455,0.008604705109,0.0910069287,1.537616,0.07892584513282097,0.05133001031,22.31063,1.363149011,0.06109863374,46.893,1.139,0.02428934080084732,100.432,5.398,0.053747807108180355,32.733,2.659,0.081233,14.12,2.582,0.1828612,1.52,,,1.563,0.195,0.12476008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5830,0.481288,0.139233233,0.2892929659,0.317064,0.04187244596,0.1320630723,4.130716,0.22433287773706057,0.05430847285,40.14025,2.633139162,0.06559847439,32.43,0.995,0.030681467923785743,21.241,0.664,0.03126029728956408,6.046,0.267,0.044161428,2.026,0.121,0.059723593,0.39,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
